id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2476639-20220816,"THE NOOK DAYCARE 2, LLC",THE NOOK DAYCARE 2,2105 - 2111 W ARMITAGE AVE 1ST,IL,CHICAGO,60647,32.0,4.0,32-4,14.0,41.91759035,-87.680363655,"(41.9175904, -87.6803637)","(41.91759034959313, -87.68036365492082)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm',)","('820',)","('',)",False,False,False,False,True,Nook Bucktown #2 Childcare & Preschool,2105 W Armitage Ave,http://nookdaycare.com/nook-2/,+1 773-904-8553,OPERATIONAL
2738314-20221016,CORNER ONE INC.,THE OLD PLANK / MR.E'S LATE NIGHT,2700-2704 N MILWAUKEE AVE 1,IL,CHICAGO,60647,35.0,25.0,35-25,14.0,41.930190942,-87.70947505,"(41.9301909, -87.709475)","(41.930190942014534, -87.70947504959446)","('Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating', 'Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee', 'Sale of Liquor Outdoors on Private Property')","('784, 746, 638, 73',)","('bar', 'restaurant', 'amusement', 'liquor_store')",7202666507,True,The Old Plank,['restaurant'],True,The Old Plank,2700 N Milwaukee Ave,https://www.oldplankchicago.com/,+1 773-661-2190,OPERATIONAL
2835980-20220311,DIAZ TECHNICIAN LLC,DIAZ TECHNICIAN,7807 S KILBOURN AVE,IL,CHICAGO,60652,18.0,46.0,18-46,8.0,41.750807186,-87.734005457,"(41.7508072, -87.7340055)","(41.75080718569972, -87.73400545657215)","('Home Repair Services Home Based Business',)","('674',)","('',)",False,False,False,False,True,DIAZ TECHNICIAN LLC, ,http://diaztechnician.com/?utm_source=gmb&utm_medium=referral,+1 312-538-2208,OPERATIONAL
14625-20221016,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,IL,CHICAGO,60605,4.0,17.0,4-17,1.0,41.873055576,-87.627417813,"(41.8730556, -87.6274178)","(41.87305557644521, -87.62741781254495)","('Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday', 'Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises', 'Music and Dance')","('785, 916, 638, 77',)","('liquor_store', 'food', 'bar', 'art')",1233963027,True,South Loop Club,['restaurant'],True,South Loop Club,701 S State St,https://thesouthloopclub.com/,+1 312-427-2787,CLOSED_TEMPORARILY
2876716-20221020,"PRH INDUSTRIES, LLC","PRH INDUSTRIES, LLC",200 S WACKER DR 31 3100,IL,CHICAGO,60606,42.0,,42-,,41.87928364,-87.637100704,"(41.8792836, -87.6371007)","(41.87928363996398, -87.63710070443776)","('Business and Management Consulting', 'Advertising / Marketing / Sales Office')","('619, 70',)","('business_consulting',)",False,False,False,False,False,,,,,
2216513-20220516,REHKEMPER ID INC,REHKEMPER ID INC.,1300 W WASHINGTON BLVD,IL,CHICAGO,60607,27.0,7.0,27-7,12.0,41.883045919,-87.659743846,"(41.8830459, -87.6597438)","(41.883045919386305, -87.65974384587193)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",False,False,False,False,True,Rehkemper Invention & Design,1300 W Washington Blvd,,+1 312-421-1300,OPERATIONAL
2846053-20220509,"RESALE EXCHANGE, LLC","RESALE EXCHANGE, LLC",1401 W 47TH ST,IL,CHICAGO,60609,20.0,15.0,20-15,9.0,41.808558284,-87.660164242,"(41.8085583, -87.6601642)","(41.80855828403585, -87.66016424246259)","('181-365 Day Pop-Up Retail User, Sale of General Merchandise/Seasonal Items',)","('1036',)","('',)",False,False,False,False,False,,,,,
2447181-20201116,SYMPHONY BEVERLY LLC,SYMPHONY OF BEVERLY,2940 W 87TH ST,IL,CHICAGO,60652,18.0,9.0,18-9,8.0,41.7354034,-87.696252914,"(41.7354034, -87.6962529)","(41.73540340021031, -87.69625291435973)","('Long Term Care Facility',)","('699',)","('assisted_living',)",False,False,False,False,True,Symphony 87th Street,2940 W 87th St,https://www.symphony87.com/,+1 773-434-8787,OPERATIONAL
2569278-20201116,"WINDY CITY AUTO PROS, INC.","WINDY CITY AUTO PROS, INC.",5101-5109 S KEDZIE AVE 1,IL,CHICAGO,60632,14.0,30.0,14-30,9.0,41.800731461,-87.703616874,"(41.8007315, -87.7036169)","(41.80073146118509, -87.70361687433275)","('Motor Vehicle Repair - No Engine Work/No Body Work',)","('713',)","('',)",False,False,False,False,False,,,,,
2216135-20211116,THE LITTLE SCHOLARS CLUB CO,THE LITTLE SCHOLARS CLUB,5752-5754 S PULASKI RD 1,IL,CHICAGO,60629,13.0,,13-,,41.78798916,-87.72316081,"(41.7879892, -87.7231608)","(41.78798915982268, -87.72316081027732)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm',)","('820',)","('',)",False,False,False,False,True,Little Scholars Club,5752 S Pulaski Rd,https://littlescholarsclub.com/,+1 773-582-7529,OPERATIONAL
2492987-20210616,STUDIO US LLC,STUDIO US LLC,4806 N CLARK ST 1,IL,CHICAGO,60640,47.0,21.0,47-21,20.0,41.96920217,-87.66768368,"(41.9692022, -87.6676837)","(41.96920217031091, -87.66768367975888)","('Instruction in Art for Both Children and Adults 40% or More Children',)","('681',)","('art_instruction',)",False,False,False,False,True,StudioUs,4806 N Clark St,http://studiouschicago.com/,+1 872-222-7828,OPERATIONAL
1770942-20220816,"CERMAK PRODUCE NO. 9, INC.",CERMAK PRODUCE,3311 W 26TH ST,IL,CHICAGO,60623,12.0,8.0,12-8,10.0,41.844366729,-87.707898054,"(41.8443667, -87.7078981)","(41.84436672874595, -87.70789805378435)","('Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM', 'Retail Sales of Perishable Foods', 'Retail Sales of Packaged Liquor')","('932, 774, 77',)","('liquor_store', 'food', 'liquor_store')",False,False,False,False,True,Cermak Fresh Market,3311 W 26th St,http://www.cermakfreshmarket.com/,+1 773-762-2598,OPERATIONAL
2253142-20210416,SOFIA MARTINEZ,BOTANICA SAN PEDRO,4406 N KEDZIE AVE 1ST,IL,CHICAGO,60625,33.0,3.0,33-3,17.0,41.961398873,-87.708402605,"(41.9613989, -87.7084026)","(41.96139887311322, -87.70840260526055)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,Botanica San Pedro,4406 N Kedzie Ave,,+1 773-312-1048,OPERATIONAL
1245247-20211116,"PEDOTA, INC.",BARI,1120 W GRAND AVE,IL,CHICAGO,60642,27.0,54.0,27-54,12.0,41.891210121,-87.655560241,"(41.8912101, -87.6555602)","(41.89121012123361, -87.65556024140177)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco')","('763, 77',)","('food', 'tobacco')",False,False,False,False,False,,,,,
2492517-20210316,"LEGACY PARKING COMPANY, LLC","LEGACY PARKING COMPANY, LLC",500 W MONROE ST 1-13,IL,CHICAGO,60661,42.0,12.0,42-12,1.0,41.880699246,-87.639725027,"(41.8806992, -87.639725)","(41.8806992461244, -87.63972502663867)","('Provide Parking Spaces For a Fee - Available and Advertised to the Public',)","('725',)","('parking',)",False,False,False,False,False,,,,,
31255-20210316,SERAFIM KARABOYAS,ELEFTHERIAS CLEANER,100 E HURON ST 1ST,IL,CHICAGO,60611,42.0,48.0,42-48,18.0,41.895034079,-87.625404339,"(41.8950341, -87.6254043)","(41.8950340785283, -87.62540433912427)","('Dry Cleaning - Drop Off Location',)","('648',)","('laundry',)",False,False,False,False,False,,,,,
2216527-20220616,JAMES MCHUGH CONSTRUCTION CO.,JAMES MCHUGH CONSTRUCTION CO.,7615 S WENTWORTH AVE 1ST,IL,CHICAGO,60620,6.0,19.0,6-19,6.0,41.755796358,-87.629431333,"(41.7557964, -87.6294313)","(41.75579635754533, -87.62943133251812)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",False,False,False,False,True,James McHugh Construction Co.,7626 S Wentworth Ave,http://www.mchughconstruction.com/,+1 773-783-8111,OPERATIONAL
2827735-20220111,"Pacific Energy Concepts, LLC",PEC,405 W SUPERIOR ST  200C,IL,CHICAGO,60622,42.0,,42-,,41.895422139,-87.638793208,"(41.8954221, -87.6387932)","(41.895422138635716, -87.63879320801375)","('Miscellaneous Commercial Services',)","('708',)","('miscellaneous_commercial',)",False,False,False,False,True,PEC Chicago,405 W Superior St,https://www.pecnw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-illinois,+1 630-437-1988,OPERATIONAL
2762396-20201130,"THE HERBAL CARE CENTER, INC.",Zen Leaf Pilsen,1301 S WESTERN AVE,IL,CHICAGO,60608,28.0,,28-,,41.864745069,-87.685840455,"(41.8647451, -87.6858405)","(41.8647450692821, -87.68584045468117)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,Zen Leaf - Pilsen,1301 S Western Ave,https://zenleafdispensaries.com/locations/chicago-pilsen/,+1 618-900-0936,OPERATIONAL
2827787-20220114,AARON'S LLC,AARON'S SALES AND LEASE OWNERSHIP,6420 W FULLERTON AVE  B-100,IL,CHICAGO,60707,36.0,,36-,,41.923781797,-87.786253674,"(41.9237818, -87.7862537)","(41.923781796670475, -87.78625367443284)","('Retail Sales of New Electronics and Accessories', 'Retail Sales of Appliances', 'Retail Sales of Carpet and/or Furniture')","('764, 772, 95',)","('electronics_store', 'home_goods_store', 'home_goods_store')",False,False,False,False,False,,,,,
2256276-20210816,Dilly Dally Dog Club,Dilly Dally Dog Club,3149-3153 N ELSTON AVE 0,IL,CHICAGO,60618,33.0,,33-,,41.938388401,-87.69664499,"(41.9383884, -87.696645)","(41.938388400801465, -87.69664498985551)","('Provide Animal Training Services', 'Provide Animal Boarding Services')","('608, 61',)","('animal_care', 'animal_care')",False,False,False,False,False,,,,,
2496332-20201116,LINDA LOUYOUNG SO,UNIQUE JEWELRY,6535 S HALSTED ST 1 G,IL,CHICAGO,60621,20.0,13.0,20-13,7.0,41.775104581,-87.64455407,"(41.7751046, -87.6445541)","(41.77510458059575, -87.64455406994006)","('Retail Sales of Jewelry and Jewelry Repair',)","('923',)","('jewelry_store',)",False,False,False,False,True,Unique Jewelry,6535 S Halsted St,,+1 773-488-4448,OPERATIONAL
2216514-20220516,"MERCHANDISE MART PROPERTIES, INC.",MERCHANDISE MART PROPERTIES,222 W MERCHANDISE MART PLZ  1ST,IL,CHICAGO,60654,42.0,14.0,42-14,18.0,41.888074281,-87.634955203,"(41.8880743, -87.6349552)","(41.8880742810662, -87.63495520292739)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",2280247458,True,Merchandiese Mart Post Office,['post_office'],True,The Merchandise Mart,222 W Merchandise Mart Plaza,http://www.mmart.com/,+1 800-677-6278,OPERATIONAL
2808949-20211208,YOU'RE A COOKIE! LLC,YOU'RE A COOKIE!,3053 N CALIFORNIA AVE,IL,CHICAGO,60618,33.0,19.0,33-19,14.0,41.937349685,-87.697619919,"(41.9373497, -87.6976199)","(41.93734968535169, -87.6976199193121)","('Retail Sales and Wholesale of Perishable Foods',)","('931',)","('',)",False,False,False,False,True,You're a Cookie!,3053 N California Ave,http://www.youreacookie.com/,+1 773-961-7091,OPERATIONAL
2803008-20210727,RAVEN L. WARD,RAVEN L. WARD,8443 S GREEN ST,IL,CHICAGO,60620,21.0,34.0,21-34,6.0,41.740231748,-87.644807464,"(41.7402317, -87.6448075)","(41.74023174840398, -87.64480746427176)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
2845144-20220420,"Raices Landscapes, LLC","Raices Landscapes, LLC",5031 W GRAND AVE,IL,CHICAGO,60639,36.0,,36-,,41.916259536,-87.752237842,"(41.9162595, -87.7522378)","(41.91625953642028, -87.75223784152473)","('Landscaping Services Home Based Business',)","('690',)","('',)",False,False,False,False,True,"Raíces Landscapes, LLC.",5031 W Grand Ave,http://www.raiceslandscapes.com/,+1 872-222-2585,OPERATIONAL
2834884-20220422,"RAVENSWOOD WINGS, INC.",WINGSTOP RESTAURANT,2501 W LAWRENCE AVE  D,IL,CHICAGO,60625,40.0,38.0,40-38,19.0,41.96848269,-87.691408906,"(41.9684827, -87.6914089)","(41.96848268957195, -87.6914089058082)","('Sale of Food Prepared Onsite Without Dining Area',)","('782',)","('meal_takeaway',)",False,False,False,False,True,Wingstop,2501 W Lawrence Ave,https://www.wingstop.com/location/wingstop-2165-chicago-il-60625/menu,+1 773-945-0850,OPERATIONAL
2840023-20220321,Rosendo Lara Islas,Fragancias Grasse,4100 S ASHLAND AVE INDOOR 110,IL,CHICAGO,60609,12.0,,12-,,41.819441426,-87.665375545,"(41.8194414, -87.6653755)","(41.81944142629576, -87.6653755449091)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,False,,,,,
2269476-20220916,ERASIKI LLC,FOOD AND LIQUOR EXPRESS,2752 W LAWRENCE AVE 1,IL,CHICAGO,60625,40.0,6.0,40-6,20.0,41.968644613,-87.698285685,"(41.9686446, -87.6982857)","(41.968644613011605, -87.69828568537154)","('Retail Sales of Tobacco Products', 'Retail Sales of Packaged Liquor', 'Retail Sales of Perishable Foods')","('776, 774, 77',)","('tobacco', 'liquor_store', 'food')",False,False,False,False,True,Food & Liquor Express Inc,2752 W Lawrence Ave,,+1 773-334-0225,OPERATIONAL
2757524-20210126,"FAUCET SHOPPE, INC.","FAUCET SHOPPE, INC.",3812 N ELSTON AVE,IL,CHICAGO,60618,35.0,,35-,,41.950437576,-87.714622894,"(41.9504376, -87.7146229)","(41.950437576082926, -87.71462289429977)","('Buying and Reselling of Used Goods That Are Not Valuable No Articles Made of Precious Metals or Precious Gems', 'Retail Sales of General Merchandise and Non-Perishable Food')","('622, 76',)","('store',)",False,False,False,False,True,"The Faucet Shoppe, Inc",3812 N Elston Ave,http://www.thefaucetshoppe.com/,+1 773-478-3890,OPERATIONAL
1380398-20210116,"GOOD TASTE, INC.",COZY CORNER DINER & PANCAKE HOUSE,4356 W DIVERSEY AVE,IL,CHICAGO,60639,31.0,30.0,31-30,25.0,41.931772882,-87.73667582,"(41.9317729, -87.7366758)","(41.93177288210169, -87.73667582038387)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Cozy Corner Restaurant & Pancake House,4356 W Diversey Ave,http://www.cozycornerrestaurant.com/,+1 773-777-3500,OPERATIONAL
77041-20220616,"MLCRCL, INC.",BOBBY LOVE'S,3729 N HALSTED ST 1ST,IL,CHICAGO,60613,46.0,10.0,46-10,19.0,41.949945628,-87.649424024,"(41.9499456, -87.649424)","(41.9499456283356, -87.64942402350246)","('Tavern - Consumption of Liquor on Premise',)","('829',)","('bar',)",1239986677,True,Bobby Love's,['bar'],True,Bobby Love's,3729 N Halsted St,http://bobbyloves.com/,+1 773-525-1200,OPERATIONAL
2528906-20210616,"Blake's Restaurant Group, Inc",Pizza Hut Slice Bar,500 W MADISON ST FIRST F-009,IL,CHICAGO,60661,42.0,,42-,,41.881994338,-87.639758685,"(41.8819943, -87.6397587)","(41.88199433820508, -87.6397586848809)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Pizza Hut Express,500 W Madison St,https://locations.pizzahut.com/il/chicago/500-west-madison-street-suite-f-009?utm_medium=organic&utm_source=local&utm_campaign=yextpowerlistings&utm_content=website&utm_term=312112,+1 312-624-9844,OPERATIONAL
1334371-20210616,IBTISAM INC.,ELSDON MEDICAL PHARMACY,4254 W 55TH ST,IL,CHICAGO,60632,23.0,6.0,23-6,8.0,41.793248729,-87.730285253,"(41.7932487, -87.7302853)","(41.79324872884945, -87.73028525281156)","('Pharmacy / Photo Services', 'Retail Sales of General Merchandise and Non-Perishable Food')","('729, 76',)","('pharmacy', 'store')",False,False,False,False,True,Elsdon Medical Pharmacy,4254 W 55th St,,+1 773-582-2660,OPERATIONAL
2373971-20210116,"Baggett's Lawncare, Co.","Baggett's Lawncare, Co.",1228 W 13TH ST 1,IL,CHICAGO,60608,25.0,,25-,,41.865335313,-87.657330307,"(41.8653353, -87.6573303)","(41.8653353134478, -87.65733030743328)","('Landscaping Services Home Based Business',)","('690',)","('',)",False,False,False,False,False,,,,,
2694782-20220316,BUTTERCLAW LLC,BUTTERCLAW / CLUCKSON'S / GUACDOG / BUTTER AND VINE,4242 W FULLERTON AVE  1ST FLOOR,IL,CHICAGO,60639,31.0,,31-,,41.92451447,-87.733428338,"(41.9245145, -87.7334283)","(41.92451447028701, -87.7334283377626)","('Sale of Food Prepared Onsite Without Dining Area', 'Catering of Liquor To Events')","('630, 78',)","('meal_takeaway', 'liquor_catering')",False,False,False,False,True,Butter and Vine,4242 W Fullerton Ave,,+1 312-735-1577,OPERATIONAL
2850708-20220610,"OPEN, INC.",GOLDEN DAGGER,2447 N HALSTED ST 1,IL,CHICAGO,60614,43.0,6.0,43-6,19.0,41.926750056,-87.648659538,"(41.9267501, -87.6486595)","(41.92675005562867, -87.64865953821696)","('Tavern - Consumption of Liquor on Premise', 'Provides Onsite Amusement or Entertainment', 'Preparation and Sale of Coffee and/or Drinks')","('1050, 829, 74',)","('bar', 'amusement')",False,False,False,False,True,Golden Dagger,2447 N Halsted St,http://www.goldendagger.com/,+1 773-857-0166,OPERATIONAL
2850591-20220525,GABRIEL ENCISO,GABRIEL ENCISO,931 W 50TH ST,IL,CHICAGO,60609,20.0,2.0,20-2,9.0,41.803243889,-87.64907038,"(41.8032439, -87.6490704)","(41.80324388905468, -87.64907038034211)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
2840321-20220428,GENESIS COMMUNITY CHURCH INC.,Ocean Wave Soul & Seafood,8655 S JEFFERY BLVD 1ST,IL,CHICAGO,60617,8.0,,8-,,41.737261529,-87.575575607,"(41.7372615, -87.5755756)","(41.737261528894834, -87.57557560680759)","('Preparation and Sale of Coffee and/or Drinks', 'Sale of Food Prepared Onsite With Dining Area')","('1050, 78',)","('restaurant',)",False,False,False,False,True,Ocean Wave Soul & Seafood,2002 E 87th St,http://oceanwavesoulseafood.com/,+1 773-530-0788,OPERATIONAL
2411929-20210716,CLIFTON TOWNS,HEIGHT OF EXCELLENCE,715 E 63RD ST 1ST,IL,CHICAGO,60637,20.0,36.0,20-36,3.0,41.780270687,-87.607741854,"(41.7802707, -87.6077419)","(41.780270686805984, -87.60774185446013)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,The Height Of Excellence Hair Salon, ,,,OPERATIONAL
2807854-20210823,FORMENTON SECURITY GROUP INC.,FORMENTON SECURITY GROUP INC.,4043 N RAVENSWOOD AVE 2 220,IL,CHICAGO,60613,47.0,,47-,,41.955519349,-87.673679646,"(41.9555193, -87.6736796)","(41.955519348986634, -87.67367964557928)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,"Formenton Security Group, Inc.",4043 N Ravenswood Ave,http://fsginc.us/,+1 312-522-2821,OPERATIONAL
2138319-20220316,GOMEZ RESTAURANT LLC,DON PEPE,3616 W 26TH ST 1,IL,CHICAGO,60623,22.0,13.0,22-13,10.0,41.844483527,-87.715584536,"(41.8444835, -87.7155845)","(41.844483527070835, -87.71558453559561)","('Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises')","('638, 77',)","('food', 'bar')",False,False,False,False,True,Don Pepe,3616 W 26th St,http://donpepelittlevillage.com/,+1 773-475-6138,OPERATIONAL
2205080-20211016,BRICK DOCTOR INC,"BRICK DOCTOR, INC",4556 W 61ST ST,IL,CHICAGO,60629,13.0,14.0,13-14,8.0,41.782247921,-87.737271119,"(41.7822479, -87.7372711)","(41.782247920535426, -87.737271119001)","('Home Repair Services',)","('673',)","('home',)",False,False,False,False,False,,,,,
2501557-20210216,"5616 FUEL, INC.",BP FUEL & MINI MART,5600-5616 S WESTERN AVE 1ST,IL,CHICAGO,60636,15.0,11.0,15-11,8.0,41.792264797,-87.684143638,"(41.7922648, -87.6841436)","(41.79226479722926, -87.68414363784974)","('Retail Sales of Perishable Foods', 'Retail Sales of Tobacco Products', 'Retail Sales of General Merchandise', 'Retail Sales of Tobacco and Flavored Tobacco Products', 'Operation of a Fuel Filling Station', 'Retail Sales of General Merchandise and Non-Perishable Food', 'Retail Sales of Tobacco Accessories')","('775, 904, 776, 936, 937, 666, 76',)","('food', 'tobacco', 'store', 'tobacco', 'gas_station', 'store', 'tobacco')",False,False,False,False,False,,,,,
2698545-20211116,Juniper Solutions Group LLC,Juniper Solutions Group,6824 N MENDOTA AVE,IL,CHICAGO,60646,41.0,,41-,,42.005465954,-87.781349346,"(42.005466, -87.7813493)","(42.00546595417609, -87.78134934628602)","('Professional Consulting Home Based Business',)","('719',)","('',)",False,False,False,False,False,,,,,
2767318-20210203,THIAGO'S FAST FOOD INC.,THIAGO'S RESTAURANT,3658 W LAWRENCE AVE,IL,CHICAGO,60625,35.0,,35-,,41.96843263,-87.720637957,"(41.9684326, -87.720638)","(41.96843262999754, -87.72063795688788)","('Preparation of Food and Dining on Premise With Seating', 'Retail Sales of General Merchandise and Non-Perishable Food')","('767, 73',)","('restaurant', 'store')",False,False,False,False,True,Thiago's Restaurant Mexican-American Food,3658 W Lawrence Ave,https://thiagos-restaurant.business.site/?utm_source=gmb&utm_medium=referral,+1 773-654-3046,OPERATIONAL
2813857-20211026,312 PARKING MANAGEMENT INC.,312 PARKING MANAGEMENT,444 N WABASH AVE,IL,CHICAGO,60611,42.0,25.0,42-25,18.0,41.890630789,-87.626829127,"(41.8906308, -87.6268291)","(41.89063078870265, -87.6268291273797)","('Valet Parking Operator',)","('855',)","('parking',)",False,False,False,False,True,"312 Parking Management - Joe's Seafood, Prime Steak & Stone Crab",60 E Grand Ave,http://312parkingco.com/,+1 773-517-9086,OPERATIONAL
1488985-20210416,KYUNGSIL LEE,4U CLEANERS,2549 N SOUTHPORT AVE  01,IL,CHICAGO,60614,2.0,48.0,2-48,19.0,41.928532686,-87.663284804,"(41.9285327, -87.6632848)","(41.928532686132776, -87.66328480389323)","('Dry Cleaning - Drop Off Location',)","('648',)","('laundry',)",False,False,False,False,True,4U Cleaners,2549 N Southport Ave,,+1 773-281-7202,OPERATIONAL
2641240-20210216,"DIAZ MUFFLERS & SONS BODY SHOP, INC.",DIAZ MUFFLERS & SONS BODY SHOP,3241 W CERMAK RD 1ST,IL,CHICAGO,60623,12.0,14.0,12-14,10.0,41.851637299,-87.706803808,"(41.8516373, -87.7068038)","(41.851637299241915, -87.70680380791636)","('Motor Vehicle Repair -  Engine and Transmission Work', 'Motor Vehicle Repair - Engine and Body Work')","('712, 71',)","('car_repair',)",False,False,False,False,True,Diaz Mufflers & Sons Body Shop,3241 W Cermak Rd,https://diazmufflersandsonsbodyshop.com/,+1 773-823-1529,OPERATIONAL
2818321-20211108,BELISARIO GABRIEL GARCIA,BELISARIO GABRIEL GARCIA,3838 W 24TH ST,IL,CHICAGO,60623,22.0,14.0,22-14,10.0,41.84807346,-87.72123864,"(41.8480735, -87.7212386)","(41.84807345958781, -87.72123863982347)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
2588887-20220816,SDI PRESENCE LLC,SDI PRESENCE LLC,200 E RANDOLPH ST 35 3550,IL,CHICAGO,60601,42.0,42.0,42-42,1.0,41.884632076,-87.622247991,"(41.8846321, -87.622248)","(41.8846320757672, -87.6222479910888)","('Computer Design/Development Consulting', 'Administrative Commercial Office')","('602, 89',)","('computer_consulting', 'administrative_office')",False,False,False,False,True,SDI Presence LLC,200 E Randolph St,https://www.sdipresence.com/,+1 312-580-7500,OPERATIONAL
2240647-20210316,"ALLCARE Discount Pharmacy, INC",ALLCARE Discount Pharmacy,2750 W NORTH AVE 2ND 207,IL,CHICAGO,60647,1.0,,1-,,41.910330941,-87.696645261,"(41.9103309, -87.6966453)","(41.910330940634935, -87.69664526116726)","('Pharmacy / Photo Services',)","('729',)","('pharmacy',)",False,False,False,False,True,AllCareX Discount Pharmacy,2750 W North Ave,,+1 312-432-4510,OPERATIONAL
2569898-20220616,RONALD ASHLEY,A NEARLY NEW SHOP,4075 N BROADWAY  1 1,IL,CHICAGO,60613,46.0,10.0,46-10,19.0,41.956496875,-87.651618537,"(41.9564969, -87.6516185)","(41.95649687526554, -87.65161853705216)","('Buying and Reselling of Used Goods That Are Not Valuable No Articles Made of Precious Metals or Precious Gems', 'Retail Sales of General Merchandise and Non-Perishable Food')","('622, 76',)","('store',)",390477692,True,Nearly New Bikes,['bicycle_shop'],True,Nearly New Bicycles,4075 N Broadway,,+1 773-525-0692,OPERATIONAL
2803646-20210809,CHARMAINES HAIRCARE LLC,SALON 83,8256 S HALSTED ST 1,IL,CHICAGO,60620,21.0,4.0,21-4,6.0,41.743504335,-87.643981248,"(41.7435043, -87.6439812)","(41.743504334943125, -87.64398124829177)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,False,,,,,
2863006-20220803,"TWIN2ME SERVICES, INC.","TWIN2ME SERVICES, INC.",811 W FULTON MARKET  3,IL,CHICAGO,60607,27.0,45.0,27-45,12.0,41.886684061,-87.648000674,"(41.8866841, -87.6480007)","(41.88668406121684, -87.6480006738451)","('Commissioned Staffing of Professional, Secretarial and Clerical Work', 'Advertising / Marketing / Sales Office')","('635, 70',)","('staffing',)",False,False,False,False,False,,,,,
18555-20220516,WALGREEN CO.,WALGREENS #03539,11 E 75TH ST  1,IL,CHICAGO,60619,6.0,16.0,6-16,6.0,41.758096103,-87.624208133,"(41.7580961, -87.6242081)","(41.75809610250857, -87.62420813307011)","('Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM', 'Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Retail Sales of Packaged Liquor')","('763, 932, 774, 77',)","('liquor_store', 'food', 'tobacco', 'liquor_store')",False,False,False,False,True,Walgreens,11 E 75th St,https://www.walgreens.com/locator/walgreens-11+e+75th+st-chicago-il-60619/id=3539,+1 773-224-1211,OPERATIONAL
2791286-20210518,Keto Twins LLC,Keto Twins LLC,5112 N NEWLAND AVE,IL,CHICAGO,60656,41.0,,41-,,41.974169947,-87.800160335,"(41.9741699, -87.8001603)","(41.974169946638845, -87.80016033535969)","('Freelance Writer Home Based Business', 'Graphic Design Home Based Business', 'Photographer, Portrait Artist, Videographer Home Based Business', 'Marketing / Advertising / Public Relations Home Based Business')","('665, 730, 667, 70',)","('',)",False,False,False,False,False,,,,,
2099204-20220716,ALASSANE SOUMARE,KAYRA IMPORTS,1001 E 53RD ST 1,IL,CHICAGO,60615,5.0,3.0,5-3,2.0,41.799294441,-87.601262191,"(41.7992944, -87.6012622)","(41.79929444054625, -87.60126219071635)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,True,Kayra Imports,1001 E 53rd St,http://www.kayraimports.com/,+1 773-363-5280,OPERATIONAL
1874244-20220716,UNITED PROFESSIONAL TRAVEL INCORPORATED,U.P. TRAVEL AND TAX SERVICE AGENCY,10510 S EWING AVE 1,IL,CHICAGO,60617,10.0,33.0,10-33,4.0,41.704188769,-87.53543082,"(41.7041888, -87.5354308)","(41.70418876858517, -87.53543081954446)","('Tax Preparation Services', 'Travel Services')","('850, 19',)","('tax_services', 'travel')",False,False,False,False,True,U. P. Travel & INCOME TAX AGENCY,10510 S Ewing Ave,,+1 773-734-6666,OPERATIONAL
